LocationId,City,State
916,Flora,IL
917,Clarksville,TX
918,Saint Paul,MN
919,Starke,FL
920,Plymouth,MA
921,Palestine,TX
922,Louisville,KY
923,Manning,SC
924,Danville,KY
925,Winter Haven,FL
926,Jefferson City,MO
927,Traverse City,MI
928,Reno,NV
929,Mineral Point,WI
930,Gypsum,CO
931,Jamestown,NY
932,Swanton,OH
933,Ball Ground,GA
934,Marshall,MN
935,Frankfort,KY
936,Mason,MI
937,Wichita,KS
938,Pauls Valley,OK
939,Grass Valley,CA
940,Bonners Ferry,ID
941,Rugby,ND
942,Buford,WY
943,Rochester,NY
944,Chester,CT
945,Saratoga,WY
946,Kenansville,NC
947,Tuscaloosa,AL
948,Brookings,SD
949,Staples,MN
950,Richlands,NC
951,Livingston,MT
952,Edwards,CA
953,Dothan,AL
954,Fort Smith,AR
955,Sterling,CO
956,Aspen,CO
957,Los Angeles,CA
958,Fort Eustis,VA
959,Tarboro,NC
960,Owatonna,MN
961,West Bernalillo,NM
962,Stuart,FL
963,Auburn,IN
964,Marion,OH
965,El Prado,NM
966,Chicago,IL
967,Kinston,NC
968,Windsor,CA
969,Winston Salem,NC
970,Kaycee,WY
971,Kearney,NE
972,Findlay,OH
973,Salina,KS
974,Lebec,CA
975,Enumclaw,WA
976,Mexia,TX
977,Little Falls,MN
978,Tulsa,OK
979,New Orleans,LA
980,Pompano Beach,FL
981,Galesburg,IL
982,Zanesville,OH
983,Dayton,OH
984,Canton,MA
985,Savannah,GA
986,Rural Retreat,VA
987,Waco,TX
988,Hettinger,ND
989,Wheeling,WV
990,Fort Dodge,IA
991,Lemoore,CA
992,Robstown,TX
993,Friday Harbor,WA
994,College Station,TX
995,Clear Lake,IA
996,Olivehurst,CA
997,Newport,NC
998,Wakefield,VA
999,Fort Scott,KS
1000,Topeka,KS
1001,Erlanger,KY
1002,Holdrege,NE
1003,Cando,ND
1004,Tioga township,ND
1005,Daytona Beach,FL
1006,Washington,VA
1007,Perry,IA
1008,Mount Pleasant,IA
1009,Fort Stockton,TX
1010,Pasco,WA
1011,Johnson City,NY
1012,Hagerstown,MD
1013,Mobile,AL
1014,Lees Summit,MO
1015,Independence,KS
1016,Ann Arbor,MI
1017,Marathon,FL
1018,Plattsburgh,NY
1019,El Centro,CA
1020,Shenandoah,IA
1021,Riverside,CA
1022,Rome,GA
1023,Warner Robins,GA
1024,Fort Huachuca,AZ
1025,Columbus,GA
1026,Aransas Pass,TX
1027,Columbia,CA
1028,Falls City,NE
1029,Grove,OK
1030,Socorro,NM
1031,Saint Simons Island,GA
1032,South Saint Paul,MN
1033,Alpena,MI
1034,Hollister,MO
1035,Indian Springs,NV
1036,Lompoc,CA
1037,East Wenatchee,WA
1038,Bayville,NJ
1039,Bloomington,IN
1040,Scott Air Force Base,IL
1041,Elizabethton,TN
1042,Alcoa,TN
1043,Tekamah,NE
1044,North Andover,MA
1045,Paris,IL
1046,Chanute,KS
1047,Dalton,GA
1048,Land O Lakes,WI
1049,Atlantic,IA
1050,Hearne,TX
1051,Wamsutter,WY
1052,Sheldon,IA
1053,Kirksville,MO
1054,Buckhannon,WV
1055,Charleston Afb,SC
1056,Pittsfield,MA
1057,Burnet,TX
1058,Saint Louis,MO
1059,Luray,VA
1060,Dugway,UT
1061,Walla Walla,WA
1062,Emporia,KS
1063,Billings,MT
1064,Madison city,WI
1065,Llano South,TX
1066,Fitchburg,MA
1067,Saguache,CO
1068,La Junta,CO
1069,Midway,AR
1070,Junction,TX
1071,Arlington,VA
1072,Daleville,AL
1073,Hartford,CT
1074,Bedford,PA
1075,Clinton,MO
1076,Rockford,IL
1077,Vicksburg,MS
1078,Roswell,NM
1079,Houghton Lake,MI
1080,Mount Airy,NC
1081,Giddings,TX
1082,Gum Springs,AR
1083,Limon,CO
1084,Kimball,MI
1085,Mount Ida,AR
1086,North Wilkesboro,NC
1087,Bethalto,IL
1088,Glasgow,MT
1089,Waterford,MI
1090,Harrison Township,MI
1091,Johnstown,NE
1092,McChord AFB,WA
1093,Mount Sterling,KY
1094,Langdon,ND
1095,Duncan,OK
1096,Myrtle Beach,SC
1097,Malta,ID
1098,Wauseon,OH
1099,Tallahassee,FL
1100,Coatesville,PA
1101,Tracy,MN
1102,Fairmont,MN
1103,North Little Rock,AR
1104,Waycross,GA
1105,Frederick,MD
1106,Pineville,LA
1107,Hutchinson,MN
1108,Del Rio,TX
1109,Flowood,MS
1110,Lakeville,MN
1111,Kokomo,IN
1112,Trinidad,CO
1113,Bethel,NY
1114,Kissimmee,FL
1115,Newberry,SC
1116,Miami,TX
1117,Angleton,TX
1118,Newton,KS
1119,McClellan,CA
1120,Springboro,OH
1121,Pottstown,PA
1122,Universal City,TX
1123,Cameron,LA
1124,Altus,OK
1125,Westminster,MD
1126,Saint Cloud,MN
1127,Northeast Kittitas,WA
1128,Sheppard Afb,TX
1129,Buffalo,MN
1130,Waterloo,IA
1131,Addison,TX
1132,Kingsville,TX
1133,Gainesville,GA
1134,Hill AFB,UT
1135,Sarasota,FL
1136,Snyder,TX
1137,Camdenton,MO
1138,Decatur,TX
1139,Malmstrom Afb,MT
1140,Roanoke Rapids,NC
1141,Fairfield,IL
1142,Muncie,IN
1143,Meadville,PA
1144,Texico,NM
1145,Rochester,IN
1146,Erie,CO
1147,Egg Harbor Township,NJ
1148,Plant City,FL
1149,Atoka,OK
1150,Glen Ullin,ND
1151,Lake City,FL
1152,Alliance,NE
1153,Smithfield,RI
1154,Auburn,CA
1155,Jackson,MS
1156,Bastrop,LA
1157,Dubuque,IA
1158,Morris,MN
1159,Patrick Afb,FL
1160,Smithville,OH
1161,Mountain Home Afb,ID
1162,Wallops Island,VA
1163,Sanford,ME
1164,North Dinwiddie,VA
1165,Groton,CT
1166,Spencer,MN
1167,Custer,SD
1168,Prescott,AZ
1169,Eveleth,MN
1170,Engelhard,NC
1171,Las Vegas,NV
1172,Durant,OK
1173,Charleston,WV
1174,New Iberia,LA
1175,Fort Riley,KS
1176,Aulander,NC
1177,Alexandria,LA
1178,Marfa,TX
1179,Gunnison,CO
1180,Yakima,WA
1181,Dekalb,IL
1182,Lake George,CO
1183,Massena,NY
1184,Defiance,OH
1185,Albertville,AL
1186,Waupaca,WI
1187,Sumter,SC
1188,Ottumwa,IA
1189,Slidell,LA
1190,Minot,ND
1191,Hillsboro,OR
1192,Washington,GA
1193,Carlsbad,NM
1194,Pittston,PA
1195,Taylorville,IL
1196,Swanton,VT
1197,Terre Haute,IN
1198,Portage,MI
1199,Duluth,MN
1200,Wilmington,OH
1201,Canby,MN
1202,Reeds Spring,MO
1203,Manitowish Waters,WI
1204,Millington,TN
1205,Salt Flat,TX
1206,Lexington,KY
1207,Bemidji,MN
1208,Allentown,PA
1209,De Pere,WI
1210,District 1 St. Inigoes,MD
1211,Reynoldsville,PA
1212,San Francisco,CA
1213,Fairfield,OH
1214,Offutt AFB,NE
1215,Cleburne,TX
1216,Fayetteville,AR
1217,Savanna,IL
1218,Danbury,CT
1219,Galveston,TX
1220,Fulton,NY
1221,Rochelle,IL
1222,Union City,TN
1223,Princeton,MN
1224,West Paducah,KY
1225,Grand Rapids,MN
1226,Rogers,AR
1227,Weatherford,OK
1228,Lewiston,ID
1229,Vandalia,OH
1230,Fletcher,NC
1231,West Lafayette,IN
1232,North Dansville,NY
1233,Boone,IA
1234,Cleveland,TN
1235,Winchester,TN
1236,Compton,MN
1237,Galliano,LA
1238,Freeport,IL
1239,Pitkin,LA
1240,Pella,IA
1241,Truckee,CA
1242,Granite Falls,MN
1243,El Reno,OK
1244,Wolf Creek,OR
1245,Midland,MI
1246,Renton,WA
1247,Haleyville,AL
1248,Lyon,MS
1249,Montague,CA
1250,Cloyd,VA
1251,Iowa Falls,IA
1252,Cherryvale,KS
1253,Greensboro,GA
1254,York,NE
1255,Saint Petersburg,FL
1256,Frisco,NC
1257,Hebron,NE
1258,Beaufort,NC
1259,Nucla,CO
1260,Bend,OR
1261,Grinnell,IA
1262,Hannibal,MO
1263,Klamath Falls,OR
1264,Usaf Academy,CO
1265,Fort Campbell,KY
1266,Harrison,AR
1267,Winder,GA
1268,Payson,AZ
1269,Ganado,AZ
1270,De Queen,AR
1271,Springdale,AR
1272,Peoria,IL
1273,Cavalier city,ND
1274,Sandersville,GA
1275,Goshen,IN
1276,Whitethorn,CA
1277,Osceola,WI
1278,Memphis,TN
1279,Fitzgerald,GA
1280,New Smyrna Beach,FL
1281,Carrizo Springs,TX
1282,Henderson,TX
1283,Latrobe,PA
1284,Corpus Christi,TX
1285,Jasper,AL
1286,Evergreen,AL
1287,Chariton,IA
1288,Forks,WA
1289,Kingstree,SC
1290,East Taunton,MA
1291,Bryan,TX
1292,Brookhaven,MS
1293,Bennettsville,SC
1294,Homerville,GA
1295,Raleigh,IL
1296,New Ulm,MN
1297,West Chester,PA
1298,Abingdon,VA
1299,Alma,GA
1300,Hugo,OK
1301,McAlester,OK
1302,Torrance,CA
1303,Drummond Island,MI
1304,Montevideo,MN
1305,Mccomb,MS
1306,Carthage,NC
1307,Weyers Cave,VA
1308,Portsmouth,NH
1309,Three Rivers,MI
1310,Brownsville,TX
1311,Greenfield,IN
1312,State College,PA
1313,Winner,SD
1314,Zapata,TX
1315,Pendleton,OR
1316,Nashville,TN
1317,Goleta,CA
1318,Owls Head,ME
1319,Destin,FL
1320,Claremore,OK
1321,Blackwell,OK
1322,Monterey,CA
1323,Pewaukee,WI
1324,Cordele,GA
1325,Ontario,CA
1326,Darlington,SC
1327,Childress,TX
1328,Odessa,TX
1329,Wise,VA
1330,Muenster,TX
1331,Morgan City,LA
1332,Palacios,TX
1333,Beaufort,SC
1334,Chicago Heights,IL
1335,Garden City,KS
1336,Troy,MI
1337,Baltimore,MD
1338,Manchester,NH
1339,Norfolk,NE
1340,Southport,NC
1341,Port Lavaca,TX
1342,Sanford,FL
1343,Centerville,IA
1344,Hoquiam,WA
1345,Eglin Afb,FL
1346,Angola,IN
1347,El Monte,CA
1348,Beverly,MA
1349,Brooksville,FL
1350,Riverside,WA
1351,Menominee,MI
1352,Council Bluffs,IA
1353,Prairie du Chien,WI
1354,Lagrange,GA
1355,Fond du Lac,WI
1356,Valentine,NE
1357,Kankakee,IL
1358,Lander,WY
1359,Caldwell,ID
1360,Bellaire,MI
1361,Uvalde,TX
1362,Washington,IA
1363,San Luis Obispo,CA
1364,Spencer,IA
1365,Quantico,VA
1366,New Bedford,MA
1367,Statesville,NC
1368,Muskogee,OK
1369,Malad City,ID
1370,Helena,MT
1371,International Falls,MN
1372,Audubon,IA
1373,Bensenville,IL
1374,Idabel,OK
1375,Zephyrhills,FL
1376,Lovelock,NV
1377,Williamstown,WV
1378,Alexandria,MN
1379,Anderson,IN
1380,Blountville,TN
1381,Texarkana,AR
1382,Arlington,WA
1383,Burlington,IA
1384,Little Rock,AR
1385,Chandler,OK
1386,Clearfield,PA
1387,Fort Bliss,TX
1388,Saratoga,IL
1389,Aurora,CO
1390,Mineola,TX
1391,Valley City,ND
1392,Alma,MI
1393,Guthrie,OK
1394,Oxford,MS
1395,Township 2 Berryhill,NC
1396,Emporia,VA
1397,Wink,TX
1398,Tucson,AZ
1399,Alamosa,CO
1400,Cleveland,TX
1401,Alturas,CA
1402,Enid,OK
1403,Ord,NE
1404,Hermiston,OR
1405,Hayden,CO
1406,Los Fresnos,TX
1407,Rhinelander,WI
1408,Canadian,TX
1409,Madisonville,KY
1410,Hays,KS
1411,Rio Grande,NJ
1412,Brunswick,ME
1413,Lapeer,MI
1414,Stevenson Ranch,CA
1415,Cortez,CO
1416,Walnut Ridge,AR
1417,Litchfield,MN
1418,Brainerd,MN
1419,Nantucket,MA
1420,Englewood,CO
1421,Lincoln,NE
1422,La Porte,IN
1423,Mosinee,WI
1424,Milton,FL
1425,Stockton,UT
1426,Monticello,AR
1427,Seminole,OK
1428,Lititz,PA
1429,Russell,KS
1430,Pratt,KS
1431,Brenham,TX
1432,Saginaw,MI
1433,Rockingham,NC
1434,Elkhart,IN
1435,Clearwater,FL
1436,Mobridge,SD
1437,El Dorado,AR
1438,Evansville,IN
1439,Danville,VA
1440,Somerset,KY
1441,East Boston,MA
1442,Chatham,MA
1443,Marthasville,MO
1444,Nampa,ID
1445,Hanford,CA
1446,Millville,NJ
1447,Fremont,MI
1448,Sulphur,LA
1449,Mayfield,KY
1450,Grand Forks AFB,ND
1451,Macon,GA
1452,Roseau,MN
1453,Manitowoc,WI
1454,Muscle Shoals,AL
1455,Ortonville,MN
1456,Jackson Hole,WY
1457,Hayward,WI
1458,Tunica,MS
1459,Beaver,WV
1460,Davis,CA
1461,Athens,TN
1462,Harlingen,TX
1463,Evanston,WY
1464,Oelwein,IA
1465,Middletown,PA
1466,Travis Afb,CA
1467,Freedom,CA
1468,Ironwood,MI
1469,Red Oak,IA
1470,Needles,CA
1471,Pecos,TX
1472,Manteo,NC
1473,Luverne,MN
1474,Nebraska City,NE
1475,Port Wentworth,GA
1476,Patuxent River,MD
1477,Buena Vista,CO
1478,Glyndon,MN
1479,Gwinner,ND
1480,Caddo,AR
1481,Zionsville,IN
1482,Buffalo,SD
1483,Pine Bluffs,WY
1484,Seminole,TX
1485,Gary,IN
1486,Devils Lake,ND
1487,Norman,OK
1488,Hammond,LA
1489,Perry,FL
1490,Oklahoma City,OK
1491,Lubbock,TX
1492,Amarillo,TX
1493,Keokuk,IA
1494,Caribou,ME
1495,Redding,CA
1496,Monticello,IA
1497,Sturgis city,MI
1498,Philip,SD
1499,Osceola,IA
1500,Fort Morgan,CO
1501,Greenwood,SC
1502,Metropolis,IL
1503,Penrose,CO
1504,Erie,PA
1505,Gage,OK
1506,Stevensville,MD
1507,Harvey,ND
1508,Yankton,SD
1509,Ozona,TX
1510,Mojave,CA
1511,New Cumberland,PA
1512,Great Bend,KS
1513,Wadesboro,NC
1514,Gadsden,AL
1515,Estherville,IA
1516,Oceanside-Escondido,CA
1517,Denton,TX
1518,Terrell,TX
1519,Greer,SC
1520,Comanche,TX
1521,Clinton,OK
1522,Pagosa Springs,CO
1523,Farmington,NM
1524,Hanna,WY
1525,Spokane,WA
1526,Burlington,WA
1527,Sacramento,CA
1528,Tie Siding,WY
1529,Aurora,NE
1530,Middle River,MD
1531,Preston,MN
1532,Nashua,NH
1533,Denison,IA
1534,Southwest Dallas,TX
1535,Boca Raton,FL
1536,Denver,CO
1537,Scottsboro,AL
1538,Maxton,NC
1539,Cedar Rapids,IA
1540,Castroville,TX
1541,Statesboro,GA
1542,Guymon,OK
1543,Rosharon,TX
1544,Glencoe,NM
1545,La Crosse,WI
1546,San Angelo,TX
1547,Santa Teresa,NM
1548,Columbia,SC
1549,Vernon,TX
1550,Fergus Falls,MN
1551,Tucumcari,NM
1552,Glendo,WY
1553,Lampasas,TX
1554,Jackson,MN
1555,Merrill,WI
1556,Kenova,WV
1557,Sonora,TX
1558,Burley,ID
1559,Dalhart,TX
1560,Amargosa Valley,NV
1561,Winnemucca,NV
1562,Fort Wayne,IN
1563,Hobbs,NM
1564,Sedalia,MO
1565,Grand Forks,ND
1566,Sierra Vista,AZ
1567,Spencer,ID
1568,Salem,OR
1569,Maxwell,TX
1570,Chickasha,OK
1571,Newnan,GA
1572,Dodge Center,MN
1573,Woodruff,WI
1574,Clinton,IA
1575,Houma,LA
1576,Albin,WY
1577,Albion,NE
1578,Decorah,IA
1579,Carrollton,GA
1580,Opelousas,LA
1581,Watertown,WI
1582,Eden Prairie,MN
1583,Tinker Afb,OK
1584,Hutchinson,KS
1585,Sweetwater,TX
1586,Millbury,OH
1587,Tolono,IL
1588,Idaho Falls,ID
1589,Milan,NH
1590,Mitchell,SD
1591,Olive Branch,MS
1592,Paso Robles,CA
1593,Sulphur Springs,TX
1594,Grand Rapids,MI
1595,Boise,ID
1596,Imperial,CA
1597,Stoneville,NC
1598,Pomona,MO
1599,Cloquet,MN
1600,Oscoda,MI
1601,Longville,MN
1602,Vacaville,CA
1603,Kemmerer,WY
1604,Dubois,WY
1605,Whitefield,NH
1606,March Air Reserve Base,CA
1607,Linton,ND
1608,Sylvania,GA
1609,Algona,IA
1610,West Palm Beach,FL
1611,Laramie,WY
1612,Trenton,NJ
1613,Patterson,LA
1614,Stanley,ND
1615,Orangeburg,SC
1616,Wichita Falls,TX
1617,Kerrville,TX
1618,Ellsworth AFB,SD
1619,Elko,NV
1620,Rockwall,TX
1621,Ten Sleep,WY
1622,Marshall,TX
1623,Glendive,MT
1624,Carmi,IL
1625,Granby,CO
1626,Penn Yan,NY
1627,Afton,WY
1628,Ravenna,OH
1629,Spearfish,SD
1630,Deeth,NV
1631,Riverton,WY
1632,Valparaiso,IN
1633,Beatrice,NE
1634,San Carlos,CA
1635,Midlothian,TX
1636,Austin,MN
1637,Peyton,CO
1638,Flushing,NY
1639,Bethany,OK
1640,Big Spring,TX
1641,Stevens Point,WI
1642,Temple,TX
1643,Jbsa Lackland,TX
1644,Appleton,MN
1645,Bellefontaine,OH
1646,Glenwood,MN
1647,Port Clinton,OH
1648,Okeechobee,FL
1649,Brady,TX
1650,Pocatello,ID
1651,Cotulla,TX
1652,Scottsbluff,NE
1653,Centralia,IL
1654,Owensboro,KY
1655,Versailles,OH
1656,Wells,NV
1657,Grand Prairie,TX
1658,Fairchild Air Force Base,WA
1659,Las Vegas,NM
1660,La Verne,CA
1661,Ridgecrest,CA
1662,Akron,CO
1663,Greenville,WI
1664,Mcallen,TX
1665,Watertown,SD
1666,Clayton,NM
1667,Livermore-Pleasanton,CA
1668,Bakersfield,CA
1669,Creede,CO
1670,Taloga,KS
1671,Hurley,NM
1672,Thedford,NE
1673,Sparta,WI
1674,North Windham,CT
1675,Pellston,MI
1676,Alice,TX
1677,Cokeville,WY
1678,Coffeyville,KS
1679,Long Prairie,MN
1680,Ramona,CA
1681,Tonopah,NV
1682,Morristown,NJ
1683,Mackinac Island,MI
1684,Red Bluff,CA
1685,Florala,AL
1686,Warrensburg,MO
1687,Walhalla,ND
1688,Borger,TX
1689,Pueblo,CO
1690,Boulder,CO
1691,Chuckwalla Valley,CA
1692,El Paso,TX
1693,Battle Mountain,NV
1694,Monroe,WI
1695,Show Low,AZ
1696,Winslow,AZ
1697,Paynesville,MN
1698,Santa Fe,NM
1699,Rock Falls,IL
1700,Escalante,UT
1701,Flagstaff,AZ
1702,Challis,ID
1703,Glenrock,WY
1704,Hailey,ID
1705,Tomahawk,WI
1706,Columbus,IN
1707,Eufaula,AL
1708,Blanding,UT
1709,Ormond Beach,FL
1710,Benson,MN
1711,Van Nuys,CA
1712,Colby,KS
1713,Dallesport,WA
1714,Edinburg,TX
1715,Imperial Beach,CA
1716,Dickinson,ND
1717,Glendale,AZ
1718,Crookston,MN
1719,Pierre,SD
1720,Pine Ridge,SD
1721,Bartlesville,OK
1722,Montauk,NY
1723,Pampa,TX
1724,Beeville,TX
1725,Warroad,MN
1726,Big Piney,WY
1727,Gardner township,KS
1728,Fallon,NV
1729,Bald Mountain,CO
1730,Montrose,CO
1731,Mesa,AZ
1732,Tahlequah,OK
1733,Claxton,GA
1734,Suffolk,VA
1735,Wendover,UT
1736,Cannon AFB,NM
1737,Craig,CO
1738,Safford,AZ
1739,Roy,UT
1740,Thief River Falls,MN
1741,Marshalltown,IA
1742,Telluride,CO
1743,Angel Fire,NM
1744,Thermopolis,WY
1745,Sheridan,WY
1746,Pittsfield,IL
1747,Steamboat Springs,CO
1748,Sandwich,MA
1749,Washington,MO
1750,Hillsboro,TX
1751,Cook,MN
1752,Chama,NM
1753,Oconto,WI
1754,Wolf Point,MT
1755,Indiana,PA
1756,Ukiah,CA
1757,Chamberlain,SD
1758,Albuquerque,NM
1759,Cairo,IL
1760,Pacoima,CA
1761,Frankfort,MI
1762,Hastings,NE
1763,Dallas,GA
1764,Mammoth Lakes,CA
1765,Gilmer,TX
1766,San Martin,CA
1767,Carroll,IA
1768,Lidgerwood,ND
1769,Marshall,MI
1770,Kimball,NE
1771,Goodland,KS
1772,Twentynine Palms,CA
1773,Fort Irwin,CA
1774,Corsicana,TX
1775,Colorado City,AZ
1776,Dillon,MT
1777,Frederick,OK
1778,Lakeland,FL
1779,Petaluma,CA
1780,West Yellowstone,MT
1781,Deming,NM
1782,Delta,CO
1783,Monticello,KY
1784,Burlington,CO
1785,Cuba,NM
