1,Team 24,-5,0
2,jmsmOo,4,238
3,LYdnIQ,0,316
4,rWcasP,11,578
5,SBSOaR,2,1107
6,DXnIRa,-6,1408
7,bDvepF,1,1306
8,mRAvmd,4,659
9,QOOiIe,10,479
10,Borkxo,6,110
11,mbStqT,8,961
12,uPvyCy,-6,182
13,HqgvLK,6,1521
14,SKnkFc,10,1671
15,ncRKvL,9,976
16,OPAjGm,-3,1477
17,BRqJuC,-9,997
18,yrOhEY,8,822
19,bNOvXK,5,943
20,kZTsoP,4,533
21,ErcbPP,-7,1572
22,httKrZ,12,352
23,splkpQ,0,330
24,bxxScP,-4,1201
25,VFsRnb,8,1533
26,MkHTVc,2,1521
27,SYpdFf,3,1235
28,oiIDfU,0,226
29,BadYWq,10,674
30,yetECA,-3,926
31,rmhfJF,-11,515
32,tpTZbO,-2,696
33,zrVjyd,2,402
34,ZNPKMC,-11,1615
35,BcXYHk,-3,1112
36,kpSFHl,-3,1541
37,moAxmV,-1,336
38,SWFFeH,-2,1748
39,hTCwoP,-4,639
40,SobGJc,11,1459
41,yfUuTH,-11,1622
42,TmzKVO,6,755
43,wFZiME,8,1360
44,kLTVsI,-9,1121
45,OLvYkf,2,1460
46,IEwNxw,2,744
47,IfXGyc,0,823
48,JSJAlA,-8,189
49,ymofwY,-6,372
50,GoxzAt,-2,693
51,HtCnax,6,767
52,ADRBib,-5,914
53,aJBwkO,-2,443
54,YVQJnd,-4,218
55,Sijcpb,4,1323
56,Puradn,-6,1
57,hLMUGb,-9,365
58,wDiirW,5,1282
59,UyUirc,7,1404
60,PpMJrC,5,1398
61,pXFYqz,10,1042
62,QszBZp,6,1637
63,QDDIeB,5,119
64,WAKePk,-2,1318
65,tGSeLK,2,685
66,Jfbyxl,-9,1324
67,QGmaIt,9,519
68,ICIleT,-5,1342
69,ZbANrL,-11,1007
70,YradqP,-7,169
71,MzXdnl,-3,549
72,UZtpOt,-10,478
73,LwhuRu,-9,1561
74,kqrQoI,9,864
75,JSDiWm,6,1581
76,naVvZt,-2,1687
77,UYSRrX,3,701
78,zhNnJR,-3,1128
79,fovhSX,-10,747
80,fHtrPn,7,1426
81,DSyksL,-8,761
82,KsUnOg,6,925
83,KoZDnM,0,894
84,UgzHFf,4,210
85,BgMHRL,7,306
86,eQuTMU,11,1466
87,GxQHYW,-4,1277
88,CkEgdU,4,465
89,zRlobg,9,742
90,rBBlaS,-7,1496
91,hAXVQJ,-8,920
92,GSXCyZ,9,378
93,qyjTMh,-4,346
94,VewtLW,5,1129
95,hFydlG,7,929
96,ROWeFk,9,702
97,CjaARr,11,484
98,zyqQNF,-7,1110
99,TUBLIv,-1,1095
100,AROxuJ,3,291
101,CRGpeh,-4,967
102,jDRdvV,4,1416
103,jUEnld,5,324
104,awMURg,-2,1618
105,RbuDpY,2,1770
106,SaiwOa,9,1415
107,xpeBjv,2,491
108,zNIsxM,9,1057
109,FPcQZS,-4,788
110,lViCbu,2,123
111,CdVpmY,-9,837
112,fdFLZt,-1,619
113,fKMSXH,-1,1007
114,GXmRVX,1,1143
115,lCLYmR,4,1521
116,goEYhh,2,435
117,DxEyjw,4,693
118,qPnycQ,1,1040
119,VIuGCv,-2,1690
120,vabHkl,-5,1043
121,OcRGPQ,-3,1248
122,fTdxlK,0,1426
123,OhlyKX,8,1655
124,WLUIYm,5,1447
125,EJLEhh,3,802
126,ElhEiQ,-6,704
127,VpjCIE,12,406
128,RxThVc,6,29
129,ifzGGU,-9,1371
130,yAHOGi,6,42
131,yXzebp,-8,1623
132,fZUaRV,-1,1359
133,SZRmje,-8,171
134,NTBypU,-11,1705
135,iqdmrP,3,221
136,qtjWpx,-7,1721
137,MvtpiD,-10,715
138,waYXeI,-10,367
139,YOdQNR,2,420
140,iuAIsg,-5,1369
141,klcuxZ,-5,929
142,HkwbAq,9,1508
143,PWKVIR,-1,1600
144,SEZMKs,10,404
145,YdRMbx,2,746
146,uNUMSe,-9,350
147,giggKL,0,1055
148,XNVzij,-7,815
149,sYWZoO,-3,1748
150,nZsCSr,-10,362
151,whryef,2,1302
152,jznCyj,2,1366
153,EANBDm,9,80
154,ehoLhd,-6,1443
155,ReifYr,11,87
156,rnBeYZ,-9,1
157,QrkKew,-6,1757
158,MBKPBy,6,1328
159,cHMvyb,2,323
160,WqdbxJ,11,1670
161,sBWcbw,11,1579
162,yRgLhw,5,538
163,XeHXJN,7,1561
164,zOHsLq,-11,1428
165,LqStxu,7,792
166,AAUmbG,-3,253
167,KUNyTG,11,1751
168,dFusQp,-11,1518
169,aePjAw,4,7
170,uwUFtG,3,1231
171,LBNdZS,2,334
172,UgNFNi,12,259
173,TMrPqn,-5,129
174,XDTOxV,-9,1004
175,KSRgfv,2,381
176,KJoiph,5,0
177,nhilgq,5,1461
178,XiuOys,10,1489
179,kynVaT,8,1209
180,GVJqJS,-2,751
181,bHLNAU,-2,1499
182,NSqHKi,6,20
183,xiUMlN,5,1205
184,gXKsuH,-11,1020
185,LVfUwN,-8,1010
186,hJjGIB,11,1785
187,ewbSod,-2,298
188,WxUSAT,4,345
189,nYDsqO,0,706
190,btCvAX,8,218
191,qgnZuE,9,973
192,Dpezbk,8,371
193,SXrkAE,11,1258
194,xoIYwi,-3,1080
195,LhUffj,-11,468
196,nwFNQc,-1,412
197,YvdEiq,-10,306
198,qeRubf,-6,1383
199,pbQArz,8,740
200,kVoTPg,-4,1700
201,FkuDXE,10,1150
202,BuFwSC,-8,748
203,HRznxT,-11,1471
204,XOSIXu,-11,484
205,xXRtsM,10,1740
206,LPoBdB,4,751
207,BGPGFJ,7,195
208,iEjyRu,-10,724
209,MRUPhw,4,799
210,QAakZI,-3,583
211,CAHGjE,7,1304
212,aLBysn,-1,538
213,oKuwcP,-5,1746
214,ZBiNyC,0,1406
215,iHZYPC,-10,1130
216,xVKwkU,12,1670
217,ajBpMg,0,1425
218,rAAazc,-10,1556
219,hSIoEP,-11,580
220,sRjHPO,-10,1558
221,eSPuJv,-4,288
222,HghCAz,-9,186
223,DvglBb,-7,364
224,JPHEOW,9,1212
225,ctKHkr,-7,916
226,gHQYGS,-9,1493
227,ZTOHHM,-7,1445
228,ZehpwP,0,212
229,ocfqBP,-4,609
230,RTNkhs,-11,1491
231,WJeKie,-9,329
232,ZWSRsd,-7,681
233,uCyHgv,-9,1150
234,NxptJf,12,1222
235,YDgHuD,-5,337
236,gqfalM,11,152
237,KPabdA,11,1783
238,jtLxWH,3,519
239,fZhZYO,3,1190
240,iSPqvE,6,512
241,TySiAi,8,278
242,FBxETl,-9,751
243,Xhacng,-5,1474
244,OYBXKR,-9,856
245,zTXbFJ,4,645
246,xMxmKl,11,1065
247,sfoGEd,-5,710
248,FhGBiX,5,1013
249,TOMPtL,6,1221
250,cPesBg,-5,711
251,rNaLjl,-11,940
252,ItaesO,11,1475
253,Rgmiky,-5,551
254,APoWKL,9,449
255,vgISQZ,6,889
256,BfbRbP,1,6
257,itPDfX,10,71
258,hgEHjP,5,220
259,epmXGv,-8,842
260,qNbajj,4,652
261,bePkei,0,1455
262,uYwvXb,-2,1121
263,UJMIyE,4,151
264,AfYVLb,7,1448
265,vfPEyE,3,1455
266,PSkSaQ,-9,488
267,OYfOZB,-3,728
268,lEmrzf,-7,1534
269,YyjtWc,-2,1454
270,jRqYzi,0,1634
271,eokaYh,-10,381
272,OOsBZD,5,1090
273,NOhYXA,4,104
274,OxkcEl,-8,209
275,qWrMbZ,-5,448
276,KbbGlm,7,1123
277,uKVXaM,7,1177
278,DfhHcl,-1,789
279,PMElwg,-3,1297
280,wLAayc,4,1002
281,hdiBQe,-2,491
282,HUUfBC,5,1197
283,PAJUwv,-6,786
284,wjNFtC,9,637
285,iwkeUO,6,900
286,JXcagl,9,788
287,FoGLpM,4,1053
288,rrUhJJ,5,1346
289,JzSXML,4,1011
290,eXJPYE,5,634
291,Rgkffk,10,1476
292,rrnqxq,12,1535
293,isjeEX,-9,741
294,VFQmmg,-3,1654
295,YUXEHB,5,841
296,vKTfZh,10,615
297,burBVT,-8,1470
298,qDkXcu,-1,1720
299,AFgOUz,12,232
300,rwdXOq,5,493
301,BVXBHF,10,220
302,gCBsWE,2,1031
303,ZMlGRJ,-7,1401
304,dMZgEw,6,1215
305,CivScB,10,1010
306,qzmxUL,-5,1425
307,ektlmS,3,891
308,AZYzHo,-7,1371
309,MkCjDH,11,857
310,HtCawq,-7,482
311,Koflxs,0,270
312,FiiMcY,5,1663
313,UhtyFc,-5,324
314,GVAELB,-10,990
315,flRiKT,-9,420
316,WojBUx,-6,1746
317,ZTGNAH,-4,1778
318,oAyJGh,-9,1357
319,gfYQju,-2,1093
320,EXCpsW,2,1348
321,KiazFL,-10,1278
322,dptunO,-1,719
323,frbAYp,9,199
324,UJMsBu,-8,1627
325,eHneuc,-8,606
326,nEDVUR,3,641
327,gxHfED,-9,1505
328,WJVsRt,-2,549
329,VjSOtT,-8,118
330,VZuGst,11,815
331,oAjReN,3,428
332,eArvbr,-8,1221
333,JUUheV,-2,573
334,RyNdSG,-10,1752
335,ayTABR,10,89
336,pFQMly,12,196
337,jnCmFk,4,1300
338,tCQeNe,-9,1371
339,mCRBHn,5,1132
340,WcZDWF,9,186
341,fghEMT,12,1671
342,JQwlZU,0,1274
343,lfOqjx,-7,49
344,bfBWgf,0,877
345,rgvKyG,-5,601
346,ZjqLMu,-5,1093
347,bwwEqR,7,1736
348,nAhgNB,1,117
349,WKMJsY,1,1384
350,DAtaTH,6,96
351,Gvpxxg,12,1105
352,kkHGKg,4,1767
353,YfAxid,4,473
354,eWYody,2,1116
355,nBNcSo,11,401
356,BTANVH,-2,877
357,MWclnK,-5,1624
358,vAxfTg,5,1281
359,BwUvFv,-5,936
360,lzIMvR,-5,1021
361,QkmCLW,-11,678
362,LLYPyN,9,923
363,UcaRYt,-5,1746
364,TGekqQ,12,372
365,nUUoPb,-6,967
366,zlWzyq,5,1221
367,tIsQZn,0,885
368,PDjAZF,4,1658
369,bqmQbH,10,877
370,Tafljh,-7,230
371,zpDbFA,7,886
372,iUawLf,-4,911
373,gFZACO,8,496
374,fPbLjd,2,447
375,DvflrF,-9,526
376,VNiZQj,-11,1619
377,dAlCeY,2,833
378,pPZjzu,-7,1155
379,eKAMbW,7,1388
380,zJCsOX,-3,1001
381,DQtAHz,12,1066
382,UNLaic,-1,1111
383,OiteWh,-9,1670
384,WtBSiq,10,299
385,TLPpPh,5,228
386,EwMtWq,-2,1609
387,XCpqcK,11,877
388,xWXjHt,-1,1240
389,xbGkTw,-11,276
390,HKycqA,11,1128
391,zAaHJJ,12,1012
392,npRsvI,-3,1587
393,rXuvQQ,2,1219
394,uBEzvC,-11,1744
395,dDmvsz,0,938
396,WXIdaB,1,1371
397,GyMYhd,-2,973
398,LzBEmI,-1,8
399,uGlAzH,0,685
400,TPwuMm,-3,699
401,PhhEDC,4,1199
402,kHOhwB,-7,1299
403,fulfJr,-3,1070
404,LdCJUT,-6,179
405,MATXzB,-3,296
406,npQXaX,7,1306
407,wSLGFR,-6,599
408,Fbibyi,-3,1250
409,cumjvJ,11,284
410,BhVazB,-7,383
411,oRQbKl,-9,1546
412,dIUGzO,-3,1378
413,yJnEqw,-5,220
414,wdFmye,3,150
415,kXEMBu,-10,568
416,yjTOwj,-7,726
417,nUTUkj,9,758
418,lVPckd,1,1065
419,jDLHLC,-6,1156
420,VIbrJY,8,379
421,nrTygl,-9,585
422,XNRKgO,1,666
423,ZsrZkl,-11,1002
424,lpEsiU,-2,1598
425,NcJvvH,4,320
426,fowOAl,-10,1692
427,rBFwDy,6,204
428,bWleki,5,1565
429,LCeJjl,11,1484
430,daAJlN,8,765
431,VGOFQq,-5,212
432,rayORl,5,169
433,aGJPZz,6,25
434,FnfGOY,6,78
435,huHftl,-9,1566
436,krykKb,-8,1128
437,GEYaUr,-6,1232
438,IFporb,0,1591
439,VPUlgF,-7,1698
440,wlVuTQ,-7,608
441,GZflBf,8,1159
442,FefRNX,2,1346
443,VtosNv,7,1219
444,vvEmWl,2,186
445,HKddvX,0,888
446,jxRBje,8,545
447,PvnvkJ,-11,1243
448,WInyCo,-1,381
449,QauxmG,8,1669
450,NrsddR,7,1499
451,ImxPjY,11,307
452,jqkGHG,10,1366
453,yaLvsr,-8,811
454,ZJpPLv,5,1360
455,pzhIYQ,-1,1073
456,LegaWo,-2,1430
457,wwGzbV,-4,879
458,ACOTGX,2,1545
459,FYbgQQ,3,1518
460,soXcIR,-7,1291
461,szUrjA,-3,1076
462,keKwxF,-7,873
463,fxoxDz,-8,1299
464,YxBvBp,-9,525
465,HyGsoY,-3,550
466,vLseeB,-6,230
467,xeRrpM,-10,567
468,fNDQRb,12,871
469,MGAmDe,5,323
470,IDRbiS,-3,1320
471,aihSBr,-8,551
472,HTXqUg,3,41
473,KMayXK,-8,963
474,BtIZjA,-10,1570
475,izuojk,-9,1123
476,zsFAOf,3,771
477,LFBAND,-6,954
478,tvUdST,4,1123
479,NGRKPy,11,1458
480,cRwRWy,4,1371
481,gofaEh,-1,335
482,jbLEjT,9,1237
483,UzcWbp,3,1499
484,uLboGf,4,1715
485,GZFeAV,-10,608
486,ZlhZcD,4,1330
487,GqHspU,-11,543
488,SmwkMx,4,1248
489,ePtDAl,9,1508
490,HBSOoK,-10,1258
491,AJWmAZ,8,817
492,ZPXtMC,6,481
493,uasmWD,5,507
494,KpHhMX,1,1193
495,fjuowr,-11,1497
496,xEDtgT,-3,1378
497,jPbWML,6,1115
498,COdlNs,11,164
499,WMBwCu,-11,285
500,hWeNkl,4,1313
501,ubmGbL,-4,192
502,vdYwez,-2,750
503,AuThqB,-3,105
504,vNCLkz,12,995
505,SWMbaN,6,618
506,gbrvVg,-1,693
507,AXHXrI,-3,977
508,aErxLq,10,1496
509,wXrHmc,6,53
510,vOpvwA,1,491
511,CqxGOG,1,1511
512,KyvmuM,10,633
513,EXLATV,-6,1500
514,DTNbgA,-1,175
515,WxTCYQ,1,1600
516,FXJaBZ,7,1260
517,nIqbgu,-7,1374
518,WhxAxe,0,404
519,GCjKFU,10,1627
520,WeeLdp,-5,1095
521,iTEGYi,-1,527
522,GgaDIu,-5,1756
523,JVzpyM,5,794
524,vkmIIb,9,1758
525,AUwlDD,5,1123
526,Clmcky,6,1611
527,huYPZq,1,1641
528,XAYnIQ,1,44
529,pzPvMk,-7,1442
530,WtRCRf,9,620
531,OtofNy,2,287
532,mkrpqH,12,650
533,JkknEB,6,1261
534,AHpwfb,-10,957
535,cpxOWx,-5,531
536,jWKoTB,-4,927
537,SEQyiF,7,1328
538,SDpoMn,-11,750
539,msRNei,6,548
540,zsAkWS,-4,12
541,ilqUza,10,647
542,gYKJxW,11,1086
543,HpaPQt,5,1320
544,GKDwpe,4,1482
545,wjiEoj,-5,442
546,AeEton,12,280
547,ZDnFhF,4,992
548,mbQKnt,9,1034
549,FBmtAW,10,236
550,CTeERD,9,648
551,mAJRyJ,3,1135
552,VPiCfB,-6,1390
553,FNVsoz,-8,1079
554,ySfhLk,9,542
555,UQsFIA,7,1332
556,BitIJx,-4,1619
557,oSGKGK,-6,1148
558,QoHsmn,2,239
559,tYOqFw,9,1176
560,hlQDhg,9,1440
561,IEgSzi,-7,652
562,PPinuE,-6,1326
563,UcVnHv,-10,1266
564,XzJAtE,-6,1417
565,WjqwAV,0,1146
566,OvitSW,2,295
567,jUZIdF,-2,1327
568,PPLXJb,-8,1720
569,NZNgAc,-7,742
570,BqCIUE,-9,982
571,caAhBc,1,905
572,njtVph,11,66
573,NJlAeB,-1,108
574,wGyfja,-2,573
575,rYYFRt,11,178
576,kitfuR,-5,1455
577,onzFwR,-4,979
578,gCyXxY,-1,1624
579,HOXIeX,-4,463
580,IWQLrQ,-9,139
581,VYrdqM,-6,883
582,PoumdN,6,1016
583,jnvljn,2,919
584,lZmllI,-1,333
585,laXSPC,9,916
586,krhWCv,7,383
587,XkMJGw,9,1612
588,BXsdrH,-6,1119
589,pAHgmH,5,1070
590,UKmUHU,-1,44
591,tDMlZg,-8,1774
592,QaTCiv,12,451
593,WuSFId,6,1644
594,AOdfiD,-7,1658
595,slYrnF,-3,1387
596,BwTPlE,5,845
597,nDrNLc,0,1235
598,NCaalB,-4,261
599,nuTPwb,-2,784
600,uNnwbe,-7,1076
601,xNkxVL,3,376
602,qvYlUc,4,482
603,ZLUyTM,-7,1772
604,jLIong,-5,654
605,NnXcmb,3,1522
606,tBUxyM,4,560
607,XWUKpN,0,288
608,fnPwjV,-4,363
609,OtJrde,-6,946
610,ePJSqr,8,418
611,LJckuH,-2,1221
612,uKZDfp,-2,259
613,fvEEoO,-1,335
614,MIOjjS,-10,1648
615,GUxlay,-8,1773
616,vIYDcP,8,121
617,nmWMrP,-7,288
618,FKoNsH,-3,1766
619,tJPPch,10,1622
620,LNzQlc,-6,714
621,iTDrCB,0,562
622,sgxJgU,4,939
623,gmbItw,6,1178
624,znyJxC,2,335
625,KLjbWM,-4,1291
626,cFTEeT,-11,123
627,moIGfd,-8,1585
628,OeJfBu,-6,32
629,XZHGUE,7,1212
630,kuXknb,-11,524
631,wrQvTc,2,1110
632,XAefvk,-5,415
633,jQooIh,6,1258
634,bWWDAB,7,11
635,vGFrYT,0,987
636,gryNpg,-6,561
637,RVZEpj,2,309
638,jypfEa,0,1637
639,pwTRVA,-9,1376
640,igXdBh,-9,1022
641,utvhcC,4,337
642,aDZayx,-6,1345
643,AXpjvC,0,1110
644,zAwglS,-4,873
645,idwtnC,-5,726
646,CtsXaP,6,1167
647,TCUAOD,8,565
648,yXTIZi,-1,1229
649,VmPDsL,12,458
650,ZaKVoZ,3,455
651,rKYgwf,4,180
652,uGuGcn,-8,482
653,UPZsUp,-5,1673
654,BjLwKc,-8,1677
655,MbaBZM,-4,1612
656,jrgCQS,-3,244
657,CXAQem,-6,692
658,sSgEIZ,-9,107
659,FoqwRM,9,849
660,EgrZKa,2,719
661,LGLQOp,-10,135
662,WUwNxC,11,254
663,SoCZwu,3,53
664,ePvzYR,1,1141
665,mdNIpI,-7,158
666,cAbnhX,4,745
667,PcmgXp,0,777
668,FLUaAo,1,151
669,DhZZHc,3,139
670,qYGVNL,-11,1437
671,UhrPdO,-5,1187
672,eRllqO,9,775
673,xjFKeD,8,1354
674,jyONLm,-9,91
675,XKJRcT,1,312
676,pmucdn,-2,548
677,vKOwWU,12,608
678,asyBOs,12,1664
679,FNqPBI,-9,506
680,quozqB,-7,477
681,wxNiRj,7,1221
682,CSVlpN,8,1600
683,YuCxus,-7,323
684,mitajl,-5,1692
685,dChylA,8,224
686,trPWnv,-5,800
687,uqXUYq,-10,370
688,jsXBiL,12,6
689,alHpCk,-10,29
690,bhaaxS,-6,1407
691,hxvJci,11,1292
692,CWPprD,11,179
693,AfPOfB,1,78
694,LSEoZy,11,1575
695,DszcEs,12,191
696,aKVSUe,-2,1259
697,lwZKiC,-5,300
698,lbkNsF,12,411
699,owkvXS,5,1787
700,MghgdN,12,1341
701,XcbaNJ,1,1470
702,SnfbCK,0,1763
703,MgNfhe,-8,1014
704,lVWvPD,0,562
705,leiuWC,11,765
706,lVOFZr,-8,826
707,ccjiBn,-3,625
708,tAgZKR,-6,1125
709,IOpLNY,8,1231
710,ukPKOL,8,655
711,tUaxJT,11,1508
712,eIoUzV,1,380
713,JoilmF,12,337
714,KgOlgB,5,1466
715,MaohRQ,-1,937
716,qPqpFq,-2,1345
717,oOFXKC,-10,541
718,JaoCay,2,1442
719,xUMrml,8,107
720,WksTLU,-4,1667
721,IqyCBl,3,653
722,Umihpb,-7,1443
723,bODfIM,-3,822
724,lgiwtd,-3,558
725,pemrea,11,673
726,siVMxy,-7,869
727,pHBdPB,12,1611
728,GeAZMQ,-3,432
729,aIgbsw,4,1768
730,lBDPtr,-7,1246
731,Uucrmv,-3,1638
732,NiXEub,-10,1597
733,PIfvmA,12,1720
734,GCAYOs,3,105
735,izKSKG,1,814
736,cgsTBl,3,378
737,sdhkfM,6,762
738,wnYQUO,-9,788
739,NrrulO,11,1413
740,ybbOvj,12,1667
741,WIgQVw,7,736
742,lgtUlb,8,1585
743,tHyXCp,7,700
744,vcBsoM,-3,1129
745,BXIfmo,4,1221
746,OBqQYq,6,1783
747,DuxJMu,-9,1586
748,WfHTot,9,414
749,evouLJ,-9,203
750,mGDEXU,-6,1109
751,SqxTjI,-8,775
752,ejtmNN,10,761
753,PVTAuc,0,1099
754,LCRioF,-3,409
755,eCEChI,2,1216
756,vHCBSR,-10,990
757,hYmEid,0,214
758,KJVmrl,10,1075
759,bHJsUg,9,981
760,KkdHdt,12,1656
761,IZjDGK,3,487
762,ScQOaK,-11,1324
763,kggwrK,4,1462
764,YeFOKi,12,1777
765,ZINXgP,-11,91
766,udyCLX,-8,1310
767,NucWkK,-3,73
768,eYUMVR,-2,378
769,iZUFKB,5,1333
770,yZsCNT,-2,1485
771,fsfoPv,12,1747
772,GQNbBO,-1,1302
773,pKwMuz,0,999
774,ZDZecX,7,638
775,EBiDJK,-7,1260
776,IPXqjY,-9,697
777,ySJFcv,10,1289
778,RFvtLH,1,39
779,QUTlbM,-10,85
780,AjoMFT,10,529
781,hdOAIL,4,861
782,HDCnpo,10,1604
783,zKQDlx,-9,135
784,ZNZwMV,-1,841
785,jSrLcK,1,1430
786,QhGYrA,-9,1017
787,pSfybm,6,79
788,gJpQmf,9,325
789,bsiAsT,-11,1128
790,MNscVv,4,314
791,GeOhTb,2,1522
792,SGnZTj,-9,1553
793,WmlhQz,-5,1461
794,wVVFNZ,11,240
795,CJbWdj,3,1366
796,iGHpmG,-7,1710
797,XmOElU,-8,530
798,EUfTbn,11,341
799,GjKcru,-11,1056
800,EOLrDa,8,673
801,NWhzdQ,-9,955
802,KSDXjM,12,1146
803,nrZGIW,3,1070
804,XqqkIo,4,864
805,WTONaR,-10,1236
806,GkPLpj,-9,565
807,meJthm,9,913
808,YjlYgW,-6,786
809,XlsLKY,9,532
810,ufwoNV,-11,62
811,icIeZZ,1,624
812,axqpeE,2,365
813,iAVINb,-11,1254
814,KjZznq,-7,752
815,LFsXEF,-1,1198
816,yYcRUu,-1,1462
817,dgvsiZ,7,1392
818,cLteAC,4,61
819,tywIEz,-5,1153
820,GZwCyJ,-10,22
821,XnYbQL,-5,1144
822,Kexvyz,4,742
823,ENKAkp,8,970
824,aqDbsA,5,945
825,xtwbFv,-7,559
826,nmkFhi,-8,292
827,GTbJan,7,431
828,ksRLSD,-1,1767
829,mIljye,-7,85
830,QsOQBW,-4,1337
831,jYtSZT,1,1595
832,eBGCaR,0,1721
833,yQtjTQ,6,104
834,RrhdaU,12,754
835,cewXQR,10,285
836,hXyqwa,-11,572
837,XeSksz,3,92
838,ZpVtyz,-6,1336
839,JouRod,5,776
840,xIieUj,1,1599
841,elSLfa,6,210
842,OLpzeg,12,391
843,AccePk,0,1515
844,aWpRJa,-1,1450
845,ieaorq,-11,1605
846,itwKfL,11,1391
847,yxDNhX,-1,1254
848,GRVLfy,6,200
849,MGVEue,12,1633
850,uVXCEI,12,456
851,LDczSR,8,943
852,DAkPhf,-5,1679
853,PQQmve,-3,323
854,rZuLob,6,42
855,AXkeEG,5,437
856,jezsab,11,1013
857,tZWUFB,-2,738
858,SckPzl,-1,292
859,VOLlpC,6,482
860,RTMwpr,3,173
861,jPQgkr,3,1305
862,dYnLsr,-8,1745
863,ECOSTZ,12,57
864,YzDjDi,-2,229
865,rDnlMv,-1,515
866,KKNZzi,-7,74
867,XjGyWS,-4,1543
868,QPmfyZ,-1,83
869,UtJEXP,6,1238
870,BcIaUy,7,1583
871,lrpblS,0,1780
872,HZGubk,-10,1466
873,cucFRT,0,616
874,IWwHEL,9,1660
875,QTStiA,-3,363
876,wupFvO,11,683
877,YDFdYp,2,141
878,ofPMIn,12,1636
879,GGUmnZ,7,239
880,utFfqY,-6,1280
881,GznmGH,6,1738
882,BBllen,-5,811
883,VHJdDt,-10,744
884,zZFOVC,-2,1244
885,KBlSlT,-5,130
886,HfbbRH,-10,1434
887,ioTHuE,12,613
888,GSBKUq,10,326
889,cfVyMf,-10,1622
890,zpWDkr,-1,1054
891,NIbTew,-8,1420
892,iHFCqe,-4,1215
893,fhzAbQ,10,923
894,ciyEOu,-3,316
895,ZZFAti,9,29
896,uhfdqe,-3,1593
897,tUsOPZ,3,873
898,qNVlTx,-9,755
899,UcxIyP,3,985
900,hQpAYv,7,86
901,obnmjR,-10,484
902,LTpwqq,4,488
903,TyITPx,6,934
904,Bderbq,0,1543
905,heMQEd,-5,1648
906,pvAqkh,4,1265
907,xwIAjn,0,1032
908,mnEHsV,12,239
909,zCrobh,1,1229
910,gVcCBF,0,1625
911,xcevGE,7,1246
912,nIZIVq,-4,805
913,SMjLXI,-3,1739
914,CISIgD,8,1333
915,puhBAx,-7,1760
916,vwmJey,12,1619
917,ikIDAp,-2,1027
918,oLKeln,8,155
919,keqICD,12,386
920,nwpMpm,2,1279
921,WNetOU,6,1464
922,zwyVLF,-6,1165
923,RaHrtd,12,110
924,nJPuZv,-8,894
925,cSGahF,7,173
926,tkxtbd,-2,1088
927,RgGtLH,8,1787
928,gEKgFT,-6,1414
929,VwDBYa,2,857
930,TxGlBu,11,293
931,UdQVuM,-4,887
932,tbCxuB,-8,1766
933,GVUksQ,12,167
934,LlgpHU,-4,1201
935,IZgFJP,4,205
936,cTEgRZ,-5,1392
937,fFjHhL,4,576
938,pfnqjc,-11,412
939,GdcEeG,0,855
940,WbJvLV,-11,991
941,wLRXwS,-3,1379
942,RnMBqc,-10,445
943,QCsTfm,-5,325
944,dGrQgL,-3,310
945,yibvSC,7,913
946,bkTUOV,6,1113
947,gJJxsm,-7,1617
948,HsOUBl,-4,763
949,zJWnYP,-10,1239
950,OcFiKD,-10,445
951,nCoUjT,-7,862
952,GlcxPX,-5,1459
953,ZAbwzV,2,1560
954,NFOjfy,-1,1673
955,cXlaVi,6,1646
956,ildqYC,2,515
957,lTzosR,8,326
958,rLnZhj,1,323
959,cNSgnB,-3,1312
960,JemhfM,4,978
961,ITJnBh,-2,60
962,iHkUui,9,1669
963,FPULoA,1,274
964,pZZexp,8,1778
965,hzXYhh,1,376
966,YMFkLt,-1,380
967,PRPQhg,6,730
968,klWYMt,-8,1531
969,kUiyFz,-2,1060
970,vmRQWD,12,927
971,BiCukf,-11,233
972,ZdchRb,8,662
973,HXbXHd,4,1592
974,midNNo,4,781
975,xJmiqQ,7,621
976,GDwSiu,-6,417
977,vxMyAx,-9,1534
978,yGLYJM,11,843
979,HcreUv,-3,1273
980,Bluboc,9,1437
981,HWFUFU,2,1649
982,KPKjtd,6,876
983,NexcUL,9,447
984,AGpjyW,7,160
985,NvyrLk,-8,1578
986,hWSQAb,-2,85
987,FYcwje,2,490
988,cjpkzE,8,1023
989,BcStzV,1,562
990,wwZtfQ,-9,1568
991,rFdyBg,5,1346
992,fSzOvM,6,561
993,AUVbMs,0,18
994,EIjosG,-11,1161
995,eqcbld,10,325
996,PksGFD,-11,1556
997,HdQWLA,-3,1099
998,kjoycC,-5,764
999,foYhKx,-5,841
1000,MDdsIR,11,23
1001,xCnFsr,12,941
